Symbol,Name,Country,IPO Year,Volume,Sector,Industry
RLYB,Rallybio Corporation Common Stock,United States,2021,1603445,Health Care,Biotechnology: Pharmaceutical Preparations
RM,Regional Management Corp. Common Stock,United States,2012,35033,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,United States,2013,93476,Finance,Real Estate
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,United States,2019,38188,Finance,Major Banks
RMBL,RumbleOn Inc. Class B Common Stock,United States,,102091,Technology,EDP Services
RMBS,Rambus Inc. Common Stock,United States,1997,670051,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,United States,,8012,Consumer Staples,Specialty Foods
RMCO,Royalty Management Holding Corporation Class A Common Stock,United States,2023,20046,Miscellaneous,Multi-Sector Companies
RMD,ResMed Inc. Common Stock,United States,,703739,Health Care,Medical/Dental Instruments
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,,2018,22446,Finance,Finance/Investors Services
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,2019,70177,Finance,Trusts Except Educational Religious and Charitable
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,,2022,15351,Finance,Investment Managers
RMNI,Rimini Street Inc. (DE) Common Stock,United States,2015,322860,Consumer Discretionary,Business Services
RMR,The RMR Group Inc. Class A Common Stock,United States,,90155,Consumer Discretionary,Professional Services
RMSG,Real Messenger Corporation Ordinary Shares,United States,,4,Technology,Computer Software: Programming Data Processing
RMSGW,Real Messenger Corporation Warrants,United States,,175,Technology,Computer Software: Programming Data Processing
RMT,Royce Micro-Cap Trust Inc. Common Stock,United States,,118762,Finance,Investment Managers
RMTI,Rockwell Medical Inc. Common Stock,United States,1998,97139,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Avidity Biosciences Inc. Common Stock,United States,2020,1351979,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Cartesian Therapeutics Inc. Common Stock,United States,2016,70053,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,United States,2021,43557,Health Care,Biotechnology: Pharmaceutical Preparations
RNG,RingCentral Inc. Class A Common Stock,United States,2013,818545,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States,2017,960625,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,2003,72406,Finance,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda,,313178,Finance,Property-Casualty Insurers
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,Bermuda,,13366,,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,Bermuda,,18939,,
RNST,Renasant Corporation Common Stock,United States,2023,489757,Finance,Major Banks
RNTX,Rein Therapeutics Inc. Common Stock,United States,2017,17517,Health Care,Biotechnology: Pharmaceutical Preparations
RNW,ReNew Energy Global plc Class A Ordinary Shares,United Kingdom,,828250,Utilities,Electric Utilities: Central
RNWWW,ReNew Energy Global plc Warrant,United Kingdom,,5026,Utilities,Electric Utilities: Central
RNXT,RenovoRx Inc. Common Stock,United States,2021,131517,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Construction Partners Inc. Class A Common Stock,United States,2018,364949,Industrials,Military/Government/Technical
ROCK,Gibraltar Industries Inc. Common Stock,United States,1993,140471,Industrials,Steel/Iron Ore
ROG,Rogers Corporation Common Stock,United States,1960,95521,Industrials,Major Chemicals
ROIV,Roivant Sciences Ltd. Common Shares,United Kingdom,,5089654,Health Care,Biotechnology: Pharmaceutical Preparations
ROK,Rockwell Automation Inc. Common Stock,United States,,872384,Industrials,Industrial Machinery/Components
ROKU,Roku Inc. Class A Common Stock,United States,2017,3034129,Telecommunications,Cable & Other Pay Television Services
ROL,Rollins Inc. Common Stock,United States,,1308550,Finance,Diversified Commercial Services
ROLR,High Roller Technologies Inc. Common Stock,,2024,65669,Consumer Discretionary,Services-Misc. Amusement & Recreation
ROMA,Roma Green Finance Limited Ordinary Shares,Hong Kong,2024,268671,Consumer Discretionary,Professional Services
ROOT,Root Inc. Class A Common Stock,United States,2020,327043,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc. Common Stock,United States,1992,737249,Industrials,Industrial Machinery/Components
ROST,Ross Stores Inc. Common Stock,United States,1985,2260481,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,United States,2018,2052318,Consumer Discretionary,Business Services
RPD,Rapid7 Inc. Common Stock,United States,2015,885140,Technology,Computer Software: Prepackaged Software
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,United States,2021,98682,Industrials,Biotechnology: Laboratory Analytical Instruments
RPM,RPM International Inc. Common Stock,United States,,710706,Consumer Discretionary,Paints/Coatings
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,2020,2529395,Health Care,Biotechnology: Pharmaceutical Preparations
RPT,Rithm Property Trust Inc. Common stock,United States,2015,92917,Real Estate,Real Estate Investment Trusts
RPT^C,Rithm Property Trust Inc. 9.875% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,10629,,
RPTX,Repare Therapeutics Inc. Common Shares,Canada,2020,106948,Health Care,Biotechnology: Pharmaceutical Preparations
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,2002,195050,Finance,Trusts Except Educational Religious and Charitable
RR,Richtech Robotics Inc. Class B Common Stock,United States,2023,10214250,Industrials,Industrial Machinery/Components
RRBI,Red River Bancshares Inc. Common Stock,United States,2019,5699,Consumer Discretionary,Hotels/Resorts
RRC,Range Resources Corporation Common Stock,United States,,4972306,Energy,Oil & Gas Production
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States,2002,1424114,Consumer Discretionary,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,United States,2016,620708,Consumer Discretionary,Hotels/Resorts
RRX,Regal Rexnord Corporation Common Stock,United States,1976,519629,Consumer Discretionary,Metal Fabrications
RS,Reliance Inc. Common Stock,United States,1994,557462,Industrials,Metal Fabrications
RSF,RiverNorth Capital and Income Fund Common Stock,,2019,10803,Finance,Investment Managers
RSG,Republic Services Inc. Common Stock,United States,1998,1465586,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,United States,2020,1026916,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,,2021,425379,Consumer Discretionary,Business Services
RSLS,ReShape Lifesciences Inc. Common Stock,United States,2016,1375373,Health Care,Medical/Dental Instruments
RSSS,Research Solutions Inc Common Stock,United States,,16435,Consumer Discretionary,Business Services
RSVR,Reservoir Media Inc. Common Stock,United States,2021,88530,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSVRW,Reservoir Media Inc. Warrant,United States,2021,39,Consumer Discretionary,Services-Misc. Amusement & Recreation
RTACU,Renatus Tactical Acquisition Corp I Unit,United States,2025,705109,Finance,Blank Checks
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),United States,2022,380426,Consumer Discretionary,Other Consumer Services
RTX,RTX Corporation Common Stock,United States,,3200418,Industrials,Aerospace
RUM,Rumble Inc. Class A Common Stock,United States,2021,1554742,Technology,Computer Software: Programming Data Processing
RUMBW,Rumble Inc. Warrant,United States,2021,2518,Technology,Computer Software: Programming Data Processing
RUN,Sunrun Inc. Common Stock,United States,2015,14321660,Miscellaneous,Industrial Machinery/Components
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,,368082,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Rush Enterprises Inc. Class B,United States,,17964,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVLV,Revolve Group Inc. Class A Common Stock,United States,2019,1442371,Consumer Discretionary,Catalog/Specialty Distribution
RVMD,Revolution Medicines Inc. Common Stock,United States,2020,1468982,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVMDW,Revolution Medicines Inc. Warrant,United States,,2371,,
RVP,Retractable Technologies Inc. Common Stock,United States,2001,45048,Health Care,Medical/Dental Instruments
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,United States,2020,392402,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,United States,2018,16816,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Riverview Bancorp Inc Common Stock,United States,,117438,Finance,Savings Institutions
RVSN,Rail Vision Ltd. Ordinary Share,Israel,2022,276427,Industrials,Railroads
RVSNW,Rail Vision Ltd. Warrant,Israel,2022,20062,Industrials,Railroads
RVT,Royce Small-Cap Trust Inc. Common Stock,United States,1986,238529,Finance,Trusts Except Educational Religious and Charitable
RVTY,Revvity Inc. Common Stock,United States,,914254,Industrials,Biotechnology: Laboratory Analytical Instruments
RVYL,Ryvyl Inc. Common Stock,United States,,4830352,Consumer Discretionary,Professional Services
RWAY,Runway Growth Finance Corp. Common Stock,United States,2021,213512,Finance,Finance: Consumer Services
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,United States,,5102,Finance,Finance: Consumer Services
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,United States,,1990,Finance,Finance: Consumer Services
RWT,Redwood Trust Inc. Common Stock,United States,1995,373881,Real Estate,Real Estate Investment Trusts
RWT^A,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,873,,
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,United States,2024,864,Real Estate,Real Estate Investment Trusts
RWTO,Redwood Trust Inc. 9.00% Senior Notes Due 2029,United States,2024,318,Real Estate,Real Estate Investment Trusts
RWTP,Redwood Trust Inc. 9.125% Senior Notes Due 2030,United States,2025,15681,Real Estate,Real Estate Investment Trusts
RXO,RXO Inc. Common Stock,United States,2022,1553522,Consumer Discretionary,Transportation Services
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States,2021,45797534,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXST,RxSight Inc. Common Stock,United States,2021,695539,Health Care,Ophthalmic Goods
RXT,Rackspace Technology Inc. Common Stock,United States,2020,1052109,Technology,Computer Software: Programming Data Processing
RY,Royal Bank Of Canada Common Stock,Canada,,800506,Finance,Commercial Banks
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland,1997,1299712,Consumer Discretionary,Air Freight/Delivery Services
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,2014,422609,Basic Materials,Paper
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,United States,2021,1396347,Finance,Specialty Insurers
RYDE,Ryde Group Ltd. Class A Ordinary Shares,,2024,50500,Consumer Discretionary,Business Services
RYET,Ruanyun Edai Technology Inc. Ordinary shares,China,2025,1626158,Technology,Computer Software: Prepackaged Software
RYI,Ryerson Holding Corporation Common Stock,United States,2014,152703,Industrials,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,United States,,939646,Real Estate,Real Estate Investment Trusts
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States,2017,482388,Health Care,Biotechnology: Pharmaceutical Preparations
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,2016,36747,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States,2022,11980,Finance,Life Insurance
RZLT,Rezolute Inc. Common Stock (NV),United States,,650637,Health Care,Biotechnology: Pharmaceutical Preparations
RZLV,Rezolve AI PLC Ordinary Shares,United Kingdom,,2841827,Technology,Computer Software: Programming Data Processing
RZLVW,Rezolve AI PLC Warrants,United Kingdom,,3458,Technology,Computer Software: Programming Data Processing
S,SentinelOne Inc. Class A Common Stock,United States,2021,4804026,Technology,Computer Software: Prepackaged Software
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada,,990308,Basic Materials,Precious Metals
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,United States,,53462,,
SABR,Sabre Corporation Common Stock,United States,2014,7208988,Technology,Computer Software: Programming Data Processing
SABS,SAB Biotherapeutics Inc. Common Stock,United States,2021,18280,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SABSW,SAB Biotherapeutics Inc. Warrant,United States,2021,6660,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SACH,Sachem Capital Corp. Common Shares,United States,2017,124737,Real Estate,Real Estate Investment Trusts
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,United States,,6594,,
SAFE,Safehold Inc. New Common Stock ,United States,2023,323862,Real Estate,Real Estate Investment Trusts
SAFT,Safety Insurance Group Inc. Common Stock,United States,2002,68578,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,United States,2014,534865,Health Care,Biotechnology: Pharmaceutical Preparations
SAGT,SAGTEC GLOBAL LIMITED Ordinary shares,Malaysia,2025,26843,Technology,Computer Software: Prepackaged Software
SAH,Sonic Automotive Inc. Common Stock,United States,1997,184168,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAIA,Saia Inc. Common Stock,United States,,678382,Industrials,Trucking Freight/Courier Services
SAIC,Science Applications International Corporation Common Stock,United States,,663297,Technology,EDP Services
SAIH,SAIHEAT Limited Class A Ordinary Shares,Singapore,2021,33099,Technology,EDP Services
SAIHW,SAIHEAT Limited Warrant,Singapore,2021,28936,Technology,EDP Services
SAIL,SailPoint Inc. Common Stock,United States,2025,710756,Technology,Computer Software: Prepackaged Software
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States,2022,387,Finance,Investment Managers
SAM,Boston Beer Company Inc. (The) Common Stock,United States,,148549,Consumer Staples,Beverages (Production/Distribution)
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,2013,42846,Finance,Investment Managers
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain,,2269421,Finance,Commercial Banks
SANA,Sana Biotechnology Inc. Common Stock,United States,2021,1103953,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada,,7002526,Basic Materials,Precious Metals
SANG,Sangoma Technologies Corporation Common Shares,Canada,,3474,Technology,Computer Software: Programming Data Processing
SANM,Sanmina Corporation Common Stock,United States,1993,433096,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,,2666,Consumer Staples,Farming/Seeds/Milling
SAP,SAP  SE ADS,Germany,,659530,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,United States,,174144,Finance,Investment Managers
SARO,StandardAero Inc. Common Stock,United States,2024,1887316,Industrials,Aerospace
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States,2022,9202,Finance,Investment Managers
SATL,Satellogic Inc. Class A Common Stock,Uruguay,,1581992,Technology,Radio And Television Broadcasting And Communications Equipment
SATLW,Satellogic Inc. Warrant,Uruguay,,1973,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,United States,,7158945,Consumer Discretionary,Telecommunications Equipment
SATX,SatixFy Communications Ltd. Ordinary Share,,2022,176533,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,United States,,674793,Health Care,Biotechnology: Pharmaceutical Preparations
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States,2022,2656,Finance,Investment Managers
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,United States,2023,2799,Finance,Investment Managers
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco,2008,437411,Consumer Discretionary,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),Monaco,,3888,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),Monaco,,112,,
SBAC,SBA Communications Corporation Class A Common Stock,United States,1999,427881,Real Estate,Real Estate Investment Trusts
SBC,SBC Medical Group Holdings Incorporated Common Stock,United States,2022,125234,Health Care,Medical/Nursing Services
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,,485589,Finance,Major Banks
SBCWW,SBC Medical Group Holdings Incorporated Warrants,United States,2022,33000,Health Care,Medical/Nursing Services
SBET,SharpLink Gaming Inc. Common Stock,Israel,,2927290,Technology,Computer Software: Prepackaged Software
SBEV,Splash Beverage Group Inc. (NV) Common Stock,,2021,11813,Consumer Staples,Beverages (Production/Distribution)
SBFG,SB Financial Group Inc. Common Stock,United States,,21226,Finance,Major Banks
SBFM,Sunshine Biopharma Inc. Common Stock,Canada,,101857,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,Canada,,1231,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Sinclair Inc. Class A Common Stock,United States,1995,761126,Industrials,Broadcasting
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States,,1322553,Consumer Discretionary,Other Specialty Stores
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,1992,44474,Finance,Finance/Investors Services
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,,1375191,Consumer Discretionary,Marine Transportation
SBR,Sabine Royalty Trust Common Stock,United States,,17588,Energy,Oil & Gas Production
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,,3767087,Real Estate,Real Estate Investment Trusts
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil,2002,745415,Utilities,Water Supply
SBSI,Southside Bancshares Inc. Common Stock,United States,,106281,Finance,Major Banks
SBSW,D/B/A Sibanye-Stillwater Limited ADS,South Africa,,11600605,Basic Materials,Precious Metals
SBUX,Starbucks Corporation Common Stock,United States,1992,8738231,Consumer Discretionary,Restaurants
SBXD,SilverBox Corp IV Class A Ordinary Shares,,2024,19119,,
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,United States,2020,439,Real Estate,Real Estate Investment Trusts
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,United States,,1412,Real Estate,Real Estate Investment Trusts
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,United States,2022,3564,Real Estate,Real Estate Investment Trusts
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,United States,2022,594,Real Estate,Real Estate Investment Trusts
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,United States,2022,1237,Real Estate,Real Estate Investment Trusts
SCCO,Southern Copper Corporation Common Stock,United States,,1160488,Basic Materials,Metal Mining
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,2004,70772,Finance,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,United States,,5853,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,United States,,13474,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,United States,,24362,,
SCE^L,SCE TRUST VI,United States,,24519,,
SCE^M,SCE Trust VII 7.50% Trust Preference Securities,United States,,45136,,
SCE^N,SCE Trust VIII 6.95% Trust Preference Securities,United States,,16255,,
SCHL,Scholastic Corporation Common Stock,United States,1992,188747,Consumer Discretionary,Books
SCHW,Charles Schwab Corporation (The) Common Stock,United States,,5543120,Finance,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,United States,,144143,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,United States,,28677,,
SCI,Service Corporation International Common Stock,United States,,1134530,Consumer Discretionary,Other Consumer Services
SCKT,Socket Mobile Inc. Common Stock,United States,,15105,Technology,Computer Manufacturing
SCL,Stepan Company Common Stock,United States,,80502,Consumer Discretionary,Package Goods/Cosmetics
SCLX,Scilex Holding Company Common Stock,United States,2021,256921,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCLXW,Scilex Holding Company Warrant,United States,2021,2661,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCM,Stellus Capital Investment Corporation Common Stock,United States,2012,80159,Finance,Finance/Investors Services
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,Israel,2015,5543,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCNX,Scienture Holdings Inc. Common Stock,United States,,164694,Health Care,Other Pharmaceuticals
SCOR,comScore Inc. Common Stock,United States,2018,3916,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,2017,362263,Health Care,Biotechnology: Pharmaceutical Preparations
SCS,Steelcase Inc. Common Stock,United States,1998,468814,Consumer Discretionary,Office Equipment/Supplies/Services
SCSC,ScanSource Inc. Common Stock,United States,,186260,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,United States,1993,430345,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,374Water Inc. Common Stock,United States,,362257,Consumer Discretionary,Metal Fabrications
SCYX,SCYNEXIS Inc. Common Stock,United States,2014,106360,Health Care,Biotechnology: Pharmaceutical Preparations
SD,SandRidge Energy Inc. Common Stock,United States,2016,370171,Energy,Oil & Gas Production
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,Hong Kong,2021,38416,Consumer Discretionary,Automotive Aftermarket
SDAWW,SunCar Technology Group Inc. Warrant,Hong Kong,2021,10600,Consumer Discretionary,Automotive Aftermarket
SDGR,Schrodinger Inc. Common Stock,United States,2020,967863,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,Smith Douglas Homes Corp. Class A Common Stock,United States,2024,35695,Consumer Discretionary,Homebuilding
SDHI,Siddhi Acquisition Corp Class A Common stock,United States,,1047604,,
SDHIR,Siddhi Acquisition Corp Right,United States,,3113133,,
SDHIU,Siddhi Acquisition Corp Unit,United States,2025,415368,Finance,Blank Checks
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,2020,86523,Finance,Finance/Investors Services
SDM,Smart Digital Group Limited Ordinary Shares,Singapore,2025,63338,Consumer Discretionary,Other Consumer Services
SDOT,Sadot Group Inc. Common Stock,United States,2020,86050,Consumer Discretionary,Restaurants
SDRL,Seadrill Limited Common Shares,,2022,676407,Energy,Oil & Gas Production
SDST,Stardust Power Inc. Common Stock,United States,2021,314198,Industrials,Major Chemicals
SDSTW,Stardust Power Inc. Warrant,United States,2021,3359,Industrials,Major Chemicals
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,2017,3132748,Consumer Discretionary,Other Consumer Services
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,Bermuda,,2103,,
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Bermuda,,4303,,
SEAT,Vivid Seats Inc. Class A Common Stock,United States,,1486733,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEATW,Vivid Seats Inc. Warrant,United States,,1172,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEB,Seaboard Corporation Common Stock,United States,1996,2371,Industrials,Farming/Seeds/Milling
SEDG,SolarEdge Technologies Inc. Common Stock,Israel,2015,2215723,Technology,Semiconductors
SEE,Sealed Air Corporation Common Stock,United States,,1122671,Industrials,Major Chemicals
SEED,Origin Agritech Limited Common Stock,China,,3774,Consumer Staples,Farming/Seeds/Milling
SEER,Seer Inc. Class A Common Stock,United States,2020,267888,Industrials,Biotechnology: Laboratory Analytical Instruments
SEG,Seaport Entertainment Group Inc. Common Stock,United States,2024,40940,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,United States,2017,1284789,Industrials,Metal Fabrications
SEIC,SEI Investments Company Common Stock,United States,1981,1154337,Finance,Investment Bankers/Brokers/Service
SELF,Global Self Storage Inc. Common Stock,United States,,16397,Real Estate,Real Estate Investment Trusts
SELX,Semilux International Ltd. Ordinary Shares,Taiwan,,3610,Technology,Semiconductors
SEM,Select Medical Holdings Corporation Common Stock,United States,2009,900791,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,United States,2021,2444471,Technology,Computer Software: Prepackaged Software
SENEA,Seneca Foods Corp. Class A Common Stock,United States,,180482,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,United States,,209,Consumer Staples,Packaged Foods
SENS,Senseonics Holdings Inc. Common Stock,United States,,6318997,Industrials,Industrial Machinery/Components
SEPN,Septerna Inc. Common Stock,United States,2024,437578,Health Care,Biotechnology: Pharmaceutical Preparations
SER,Serina Therapeutics Inc. Common Stock,,2018,948,Health Care,Biotechnology: Pharmaceutical Preparations
SERA,Sera Prognostics Inc. Class A Common Stock,United States,2021,250130,Health Care,Medical Specialities
SERV,Serve Robotics Inc. Common Stock,United States,,7039129,Consumer Discretionary,Industrial Specialties
SES,SES AI Corporation Class A Common Stock,United States,2021,14315888,Miscellaneous,Industrial Machinery/Components
SEVN,Seven Hills Realty Trust Common Stock,United States,,30036,Real Estate,Real Estate Investment Trusts
SEZL,Sezzle Inc. Common Stock,United States,,856699,Consumer Discretionary,Business Services
SF,Stifel Financial Corporation Common Stock,United States,,632859,Finance,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,United States,,14636,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,United States,,23886,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,United States,,29617,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,2017,8742,Finance,Investment Bankers/Brokers/Service
SFBC,Sound Financial Bancorp Inc. Common Stock,United States,,5707,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,,151499,Finance,Major Banks
SFD,Smithfield Foods Inc. Common Stock,United States,2025,339962,Consumer Staples,Meat/Poultry/Fish
SFHG,Samfine Creation Holdings Group Limited Class A Ordinary Share,Hong Kong,2024,10645,Consumer Discretionary,Publishing
SFIX,Stitch Fix Inc. Class A Common Stock,United States,2017,1754425,Consumer Discretionary,Catalog/Specialty Distribution
SFL,SFL Corporation Ltd,Bermuda,,725727,Consumer Discretionary,Marine Transportation
SFM,Sprouts Farmers Market Inc. Common Stock,United States,2013,1264670,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,,379683,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,United States,,9773,Finance,Major Banks
SFWL,Shengfeng Development Limited Class A Ordinary Shares,China,2023,15165,Industrials,Trucking Freight/Courier Services
SG,Sweetgreen Inc. Class A Common Stock,United States,2021,5250857,Consumer Discretionary,Restaurants
SGA,Saga Communications Inc. Class A Common Stock (FL),United States,,4162,Consumer Discretionary,Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,United States,2017,752375,Consumer Discretionary,RETAIL: Building Materials
SGC,Superior Group of Companies Inc. Common Stock,United States,,42280,Consumer Discretionary,Apparel
SGD,Safe and Green Development Corporation Common Stock,United States,,253102,Finance,Real Estate
SGHC,Super Group (SGHC) Limited Ordinary Shares,,2022,704747,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,Sight Sciences Inc. Common Stock,United States,2021,150074,Health Care,Medical/Dental Instruments
